sa_2022_code,one_person,married_couple,cohabiting_couple,married_couple_with_children,cohabiting_couple_with_children,one_parent_family_father_with_children,one_parent_family_mother_and_children,couple_and_others,couple_with_children_and_others,one_parent_family_father_with_children_and_others,one_parent_family_mother_with_children_and_others,two_or_more_family_units,non_family_households_and_relations,two_or_more_non_related_persons
217165007,23,10,6,25,7,1,13,2,1,0,0,0,3,4
097053002,26,23,4,25,6,4,10,1,1,0,1,1,6,2
217156003,41,24,3,27,3,2,14,0,2,0,0,2,5,1
017051011,16,6,2,29,9,4,30,2,3,0,2,0,0,9
257006002,19,15,4,34,5,3,11,0,7,1,0,3,3,0
157020003,25,10,3,29,5,2,7,1,1,0,0,1,2,1
257058006,4,15,1,20,2,1,5,0,2,1,2,1,4,4
137013005,16,10,2,34,4,0,8,0,2,0,0,2,1,2
267120014,10,28,3,39,0,2,8,0,1,0,2,5,0,3
157039004,11,18,4,39,5,3,7,1,1,0,1,0,0,4
157035005,22,10,3,20,8,1,5,1,0,0,0,1,1,1
157120006,10,10,1,34,1,0,3,1,0,0,0,1,2,0
157144006,26,9,4,24,5,1,17,0,1,0,1,0,1,1
267004010,21,9,6,49,7,0,17,3,2,0,1,0,3,21
247003008,29,22,5,42,11,4,6,2,3,0,1,2,4,6
257027001,13,12,4,28,3,2,3,1,3,0,1,3,2,1
187042006/187042002,15,8,3,28,0,1,2,1,1,0,0,2,0,1
157025007,18,2,2,30,3,1,30,1,1,0,1,0,3,8
268040005,16,11,8,15,7,3,12,2,3,0,0,0,2,15
197032011,18,10,0,12,0,2,3,0,3,0,0,0,1,12
137044001/137044003,42,14,16,26,4,0,10,2,1,0,3,0,4,6
137013004/137013002,12,11,1,21,1,1,4,0,0,0,0,0,2,2
267120004,37,37,9,54,5,1,8,3,3,0,2,1,9,11
268126006,31,9,5,14,3,3,2,1,1,0,0,0,2,3
067199003,18,17,1,7,1,1,3,0,0,0,1,0,3,1
067055004,25,37,4,66,5,1,5,1,3,0,1,4,2,1
067165006,12,17,1,39,2,1,5,0,2,0,0,0,1,2
217170001,11,19,2,36,2,1,5,0,2,0,1,1,0,5
217055007,17,23,2,28,3,0,4,4,1,2,2,0,2,1
217091001,15,18,3,41,5,1,6,1,1,1,1,0,1,2
217085001,21,12,3,22,2,2,5,2,2,0,0,3,1,2
077108001/077108005,16,16,1,9,3,0,4,1,0,0,0,0,0,2
017038002,9,22,3,35,2,1,9,0,2,2,1,2,3,0
217045004,6,5,10,41,11,1,18,3,5,0,3,4,2,2
097101006,36,10,6,33,11,3,17,2,1,0,1,1,6,3
247102005,19,13,4,9,2,0,6,1,0,0,1,3,2,2
217177004,37,9,8,14,5,2,10,4,4,0,2,0,7,10
017010005,29,15,3,17,2,2,5,1,4,0,0,1,4,61
217162002,31,24,1,17,3,2,8,2,1,0,3,0,3,5
137009006,34,14,10,44,11,1,9,2,7,0,1,2,1,23
187004003,31,23,4,31,5,2,7,3,5,1,0,1,4,1
197052005,24,10,10,28,9,0,7,1,1,0,2,1,2,6
087070008,21,9,6,18,9,0,8,0,3,1,1,1,1,6
087031010,10,20,2,26,5,4,5,0,2,1,0,5,1,6
267095004,13,22,2,21,0,1,2,1,2,0,0,2,0,3
207077007,22,9,10,29,3,1,15,1,3,0,0,1,0,1
137011003,21,10,2,31,3,1,7,0,1,1,1,0,1,1
057084002/057084003,32,20,2,35,3,0,10,0,2,0,0,0,3,3
047075004,17,15,6,69,8,1,5,1,4,0,0,1,0,0
047055002,31,23,3,16,4,0,8,2,0,0,1,0,3,0
057019003,28,18,3,34,2,3,7,2,0,1,0,2,2,2
077145002,20,9,2,8,1,2,11,0,0,0,0,0,2,0
077132001,15,6,4,9,2,2,2,0,1,0,0,0,2,0
127039005,22,24,2,16,1,1,8,0,0,0,0,0,1,0
247104015,10,24,1,11,3,2,3,0,0,0,1,1,0,0
027064002,16,12,0,43,2,1,6,1,1,0,1,2,2,0
057089001,15,13,1,16,0,2,4,2,1,0,0,0,2,3
037120003,23,12,3,18,3,1,7,2,0,0,0,1,2,4
177053001,18,14,0,45,6,0,5,1,1,0,0,0,3,1
177048003,29,17,3,55,8,6,9,2,1,0,0,3,3,2
207052001,24,9,1,18,1,1,4,1,2,0,0,0,0,0
207010001,16,23,1,32,3,2,9,0,0,1,0,0,3,2
057051001,24,18,2,45,2,2,7,1,1,0,0,0,1,0
057103002,16,11,1,10,1,1,5,1,0,1,0,0,2,2
047054021,38,15,6,18,4,0,8,0,1,0,0,1,3,3
037057059,22,23,7,28,2,1,4,1,1,1,1,1,0,3
177016001,22,22,2,61,0,3,5,0,5,2,0,0,1,1
177010001,17,18,1,59,8,3,0,0,1,0,0,4,3,3
207048001,26,24,3,35,0,2,3,0,1,1,1,3,3,2
057149004,20,15,0,30,1,1,1,1,1,0,0,2,0,1
057006001/057006005/057006007,13,10,3,16,2,1,1,1,2,0,1,2,0,0
257048001,22,38,1,58,3,1,8,1,6,2,3,3,2,13
257048036/02,19,6,0,34,5,0,7,1,0,0,2,2,0,3
257027005,17,15,5,25,3,3,5,0,2,0,0,3,3,2
257081008,13,26,3,34,3,3,4,4,3,0,4,5,2,5
267119004/02,12,8,4,61,10,2,3,3,2,0,1,2,1,4
087079002,10,9,7,38,5,1,7,0,1,0,1,0,1,0
197081006,25,9,3,21,4,2,7,2,1,2,0,0,1,3
267120008,12,5,1,25,7,3,17,1,2,0,4,1,1,4
247112001,25,15,6,34,12,3,11,0,4,0,1,1,0,1
207046001,46,16,7,27,6,1,6,1,0,0,1,0,4,3
267132044,20,16,3,41,6,1,10,4,5,2,3,1,2,8
237087001,19,7,1,15,3,1,12,0,1,0,2,2,2,1
067059005,15,19,5,16,3,1,2,1,1,0,1,1,5,2
207043004,18,7,4,5,1,0,1,0,0,0,1,0,0,3
207050003,20,29,1,33,1,0,3,3,1,0,1,2,0,4
157104003,13,7,2,9,3,1,0,0,3,1,0,0,0,2
107052006,20,5,0,44,20,4,33,0,2,0,2,1,3,8
107052007,19,16,2,34,15,0,12,3,2,0,1,1,2,8
097062013,45,26,4,30,2,1,15,0,2,0,0,2,5,11
217093002,30,20,5,21,5,0,12,1,2,1,2,0,4,18
157051004,45,18,4,19,3,0,8,1,0,0,2,0,2,2
257065005,67,20,15,33,6,4,13,2,1,1,2,1,4,4
257077021,8,25,3,44,1,1,2,1,3,0,2,1,0,0
137045021,12,6,0,32,3,3,3,0,1,0,0,2,1,3
247004001,20,7,2,17,7,1,4,0,2,0,1,0,0,3
267095005,13,49,6,43,5,0,4,0,2,2,1,1,4,4
267095027,6,24,0,44,2,0,7,3,2,0,0,2,0,3
267099021,26,18,7,57,9,5,11,3,4,0,3,13,3,6
157036007,38,15,2,18,4,3,7,1,2,0,0,1,2,3
157047004,12,22,4,30,4,0,3,0,3,3,0,1,1,0
137055002/137055001,42,16,5,27,2,4,8,1,1,0,1,1,3,3
247049004,14,14,5,13,2,0,6,2,0,0,0,0,0,3
247102017/247102009,41,13,3,16,1,2,8,0,1,0,0,0,0,0
247045010,35,17,1,24,1,2,14,1,8,0,1,7,1,5
247046008,33,9,2,16,1,2,6,2,0,1,1,0,1,8
247117028,24,11,10,33,13,0,20,4,2,1,1,1,1,12
247117014,22,30,3,24,2,2,8,0,2,0,2,1,1,2
097063058,28,3,3,17,6,2,16,2,1,1,3,2,0,5
097063052,23,26,3,28,4,0,6,0,1,0,1,2,5,3
217156001,48,17,4,14,3,0,8,0,0,0,1,0,3,2
057056001/057056002,16,12,0,17,0,2,7,0,1,0,0,0,3,0
057056004,18,8,0,18,1,0,3,3,0,0,1,0,0,0
127027011/01,11,8,3,31,2,2,4,2,0,0,0,3,0,3
117035006,11,9,3,19,7,1,9,1,0,0,0,0,0,3
207019005,34,18,2,19,3,2,2,1,0,0,0,0,1,10
117074002,14,10,0,32,1,0,7,0,0,1,0,2,1,2
027001002,16,17,4,24,5,1,4,0,0,0,0,0,0,0
127041003,31,24,7,48,3,2,17,0,2,0,0,2,0,4
057064004/057064005,19,12,3,11,1,0,1,0,1,0,0,1,0,0
037140002,7,13,1,40,4,1,2,0,2,0,1,0,0,1
217139003/217139009,12,8,3,41,0,0,5,0,1,0,0,0,0,0
117063009/117063002,51,13,5,19,3,2,4,2,0,1,6,3,4,4
027006002,26,19,1,32,2,0,5,2,1,0,1,1,0,2
057077004,19,14,0,38,3,1,5,1,0,0,0,1,2,0
057026001,9,11,1,21,2,2,2,0,0,0,0,0,1,1
097063022,35,18,8,32,5,0,5,4,1,1,1,0,1,2
157039005,22,43,1,72,4,6,3,2,1,0,0,3,1,7
237090001,16,8,5,16,3,2,11,2,3,0,0,0,2,2
267087003,29,24,1,28,1,0,2,1,2,0,0,2,2,2
267067003,33,22,8,18,2,2,7,1,3,0,1,1,3,11
197096003,23,11,2,19,8,3,4,1,1,0,3,0,2,3
087052016,12,12,2,49,7,2,23,1,4,0,0,0,3,3
157144003,19,17,0,17,4,2,4,0,1,0,0,0,1,4
087064011,40,23,11,30,7,2,23,0,1,0,2,1,2,9
157152005,12,14,1,29,1,1,3,1,1,1,0,0,0,1
167090027,15,10,3,25,8,1,8,2,1,0,0,2,1,6
067140004,21,15,2,35,5,1,6,0,2,0,1,0,3,3
057096003/057096005,16,11,1,23,3,0,4,1,1,0,0,0,0,0
057050002,13,11,2,19,1,1,7,1,0,0,0,1,2,2
197063002,18,11,5,28,1,1,2,1,1,1,0,1,2,2
197097004,24,10,0,19,1,5,13,2,1,0,0,2,4,1
197091004,7,5,2,31,3,0,8,1,0,0,1,0,1,4
237024005,19,14,3,44,4,0,12,2,2,0,0,1,0,0
267051001,21,16,5,19,8,3,17,3,11,0,2,3,4,10
137045019,26,30,1,20,6,0,11,0,0,0,0,2,1,1
137013003,12,20,2,21,3,2,3,0,1,0,2,0,1,1
087056002,31,9,11,16,10,1,10,0,3,1,0,1,1,2
087055004,19,15,4,42,13,3,36,1,3,1,2,2,2,3
197059003,45,15,2,35,5,1,7,1,3,0,0,0,2,4
117030001,26,16,10,21,8,0,12,0,1,0,0,0,2,3
267134007/267134025,6,12,10,40,3,1,2,2,2,0,3,2,3,3
157015003,27,42,3,52,8,2,10,3,1,0,1,4,1,3
027002005,37,16,5,14,4,1,9,1,1,0,1,1,5,2
207012001/207012005/207012007,16,29,2,27,0,2,2,0,0,0,1,0,0,2
207050006,14,21,1,32,5,3,7,0,0,0,0,1,0,2
207055003,28,25,2,40,5,0,7,1,1,0,1,3,3,1
167090017,20,11,3,30,13,1,26,1,1,0,2,1,1,4
207081013,6,9,2,10,1,0,2,0,0,0,0,0,2,6
107044006,24,13,5,32,8,1,15,0,4,0,0,0,1,7
257065008,11,16,15,36,13,2,8,0,2,1,0,1,2,0
257036008,19,16,1,20,3,1,7,4,4,0,1,5,2,4
197106001,28,10,11,6,3,1,8,0,3,0,0,0,2,3
087029011,14,9,0,13,2,1,2,0,0,0,0,1,3,1
137009004,20,10,2,25,7,0,8,0,5,0,1,1,1,3
187036006,24,18,5,39,13,1,12,1,5,0,1,3,3,1
267083002,10,9,6,37,2,0,3,3,1,1,1,0,1,7
057013002/057013005,28,29,9,61,7,3,15,0,4,0,0,2,0,2
057008006,13,9,1,14,4,0,8,0,1,0,0,1,0,0
027017001,36,24,4,25,5,3,15,1,0,0,1,0,2,3
077082001,13,16,1,9,2,0,3,0,0,0,0,0,3,1
077108004,17,9,2,10,1,0,1,1,0,0,0,1,0,1
047188007,23,9,2,9,3,0,3,2,0,0,0,0,1,1
247090011,19,12,6,30,12,1,6,2,3,0,0,0,1,2
217162010,45,13,5,10,6,0,6,0,1,0,0,1,4,6
097047003,22,11,0,31,5,2,10,4,3,0,1,0,5,3
247104010,19,16,3,12,6,0,2,0,3,0,0,0,1,1
247094005,52,14,5,30,5,1,5,0,0,1,2,3,4,3
017008003,49,12,6,31,5,1,7,1,5,0,2,2,6,1
247117032,25,2,7,27,10,1,8,3,0,0,1,0,1,2
217162027,52,16,10,20,8,2,12,2,0,0,3,1,2,4
217164001,38,12,3,9,2,0,5,1,0,0,4,0,0,0
167002005,20,18,3,53,6,0,6,2,3,0,0,3,1,1
268121002,20,5,3,12,6,2,18,2,2,0,1,1,2,4
117036001,33,20,4,31,5,2,4,0,1,0,1,0,4,2
247004005,17,10,2,17,1,1,4,0,3,0,3,1,3,4
247016001,11,10,11,41,2,0,6,2,3,0,0,1,0,2
157036002,23,28,1,30,2,1,7,0,3,0,2,2,2,0
157120002,11,12,1,17,1,3,2,1,1,0,1,0,0,2
027078003,29,9,5,15,2,2,5,2,0,0,1,0,0,6
247061003,36,20,4,43,11,1,17,4,4,1,3,6,4,0
107070001,8,9,0,20,4,0,4,0,1,1,0,0,1,0
067017007,19,14,8,46,8,1,12,0,3,0,2,1,6,2
247052001,20,23,6,37,5,2,6,6,5,0,1,1,2,1
197075001,21,19,3,17,2,5,5,1,0,0,1,0,1,1
137009001,14,19,1,34,3,0,5,0,2,1,0,0,2,2
137038002,33,11,3,16,5,0,13,2,5,0,3,0,1,6
247092001,16,9,4,24,7,2,4,0,6,0,1,1,2,0
257065007,14,17,3,22,6,3,12,0,3,0,0,1,2,0
157148007,37,14,5,10,2,6,6,1,1,1,1,1,0,3
197052004,22,10,1,26,2,1,4,1,4,1,0,0,2,3
267041015,21,28,1,52,0,3,4,1,4,0,2,2,2,9
267098004,19,12,1,19,6,2,9,0,4,1,3,3,2,2
197062005,28,21,8,29,10,3,13,1,1,0,0,0,1,3
267132011,15,9,9,32,4,0,3,3,3,0,2,0,2,12
267099031,9,22,0,84,3,1,8,4,6,1,3,3,3,2
157016019,44,6,3,5,5,2,8,0,1,0,2,0,2,3
207060005,7,11,1,28,1,1,7,1,1,0,0,0,1,2
247084003,12,18,6,37,3,1,8,0,2,0,0,3,0,2
257079007,47,29,8,14,8,3,12,0,5,0,1,2,4,7
057096007,17,8,1,20,5,1,11,0,3,0,1,0,2,0
057050007,14,15,0,6,1,1,1,1,1,0,0,0,2,0
197097002,22,24,3,32,1,1,3,2,0,1,1,4,2,3
067217002,25,15,4,45,2,0,8,0,2,0,0,3,2,0
057096006,33,32,6,66,6,2,7,3,2,1,1,1,0,0
197032003,18,20,1,22,2,0,4,0,3,0,2,1,1,3
087089003,10,15,3,29,4,1,7,1,0,0,2,0,0,1
267040004,18,12,1,44,1,1,6,2,4,0,2,4,1,1
087014010,18,25,2,44,4,5,7,1,4,0,1,1,1,2
087011005,22,21,6,60,5,2,3,4,4,0,0,2,1,1
267029013/01,10,4,6,16,4,2,11,2,3,0,4,2,0,10
167017004,6,12,7,45,11,0,8,2,3,0,0,1,0,1
117035004,29,17,2,20,4,0,5,1,0,0,1,0,0,1
217162009,23,14,3,24,5,2,8,1,1,0,0,1,1,3
017010029/017010046,26,15,1,45,12,4,24,3,2,0,2,0,1,4
247118007,64,21,7,18,1,3,4,1,2,0,0,0,2,5
097063009,16,5,8,36,6,0,13,0,1,1,0,1,0,6
127039003,28,16,5,23,8,0,18,1,2,1,0,0,3,2
097020001,40,13,5,37,13,2,15,1,4,0,0,1,1,8
167065001,24,26,3,55,5,5,6,1,8,0,1,4,2,0
167006010,14,15,3,28,2,1,5,0,2,0,1,0,1,2
167039013,20,10,5,43,13,0,22,1,2,0,1,0,1,0
187042002,20,17,3,34,12,4,13,2,1,1,1,1,4,3
267006002,13,8,2,36,9,3,8,2,2,1,3,3,6,0
187036011,12,16,4,24,5,1,4,1,5,0,1,1,0,6
267137001,18,36,3,34,8,2,9,5,2,0,1,2,3,9
067120001,21,9,7,14,7,1,8,1,2,1,1,2,0,1
267120002,8,18,4,40,2,0,2,2,9,0,1,3,1,3
157048003,7,28,1,36,1,0,3,0,0,0,0,4,0,2
157097007/157097005,34,23,3,28,6,3,14,2,1,0,0,0,1,7
237079025,29,11,7,35,10,1,16,1,3,0,1,1,2,4
157116003/157116005,31,12,3,26,3,0,9,0,0,0,1,0,2,0
207077011,33,4,1,7,6,5,11,0,2,0,1,1,2,6
157152002,37,26,7,58,6,2,10,3,5,1,3,2,1,2
157069005,28,29,3,43,5,1,15,1,3,0,1,0,3,5
207037001,23,39,5,30,1,1,7,3,3,0,1,0,1,1
207060002,12,9,2,34,0,0,4,0,2,0,1,2,2,0
237079010,16,12,3,27,9,0,10,0,1,0,1,1,2,3
257021008,28,9,0,13,4,3,1,1,1,0,1,1,0,2
247122002,11,15,2,20,3,1,10,3,2,0,1,3,0,2
207077004,35,4,5,25,7,0,8,3,1,1,2,1,1,11
207038004,18,22,4,19,1,1,5,0,0,0,0,0,0,0
237031001,38,21,11,34,9,1,16,2,0,0,1,0,3,6
247040011/247040012,10,6,2,16,1,0,2,1,1,0,0,2,0,2
257023001,18,8,0,24,4,1,7,0,2,1,2,1,2,0
247023003/247023004,18,12,3,6,2,2,7,0,0,0,0,1,0,2
247120002,16,16,3,35,4,2,4,1,1,0,0,1,0,1
187050005,16,12,2,36,6,0,4,0,4,1,0,1,1,0
187047002,17,10,1,32,0,2,1,1,2,2,1,1,0,1
247040009/247040010,21,16,8,9,7,2,10,0,2,0,1,0,3,7
247020003,12,19,1,38,10,1,4,2,5,0,0,2,0,3
197053002,21,12,2,29,4,1,1,0,1,0,0,0,2,1
197040002,30,9,3,19,4,3,7,0,0,0,0,0,0,4
267099020,20,6,10,60,17,4,33,4,3,2,3,3,4,16
267099028/01,20,28,10,139,6,0,11,3,7,0,0,2,3,7
207077006,17,9,2,38,3,2,8,1,1,0,0,0,0,5
117009003,32,15,4,16,3,1,5,0,2,0,1,0,5,2
237022001,23,17,8,64,4,0,8,2,1,0,0,1,0,4
207071034,71,8,6,9,4,2,6,0,1,0,0,0,1,14
237069005,38,14,5,15,4,0,7,0,1,0,0,0,1,2
157116006,17,16,1,18,2,1,4,0,3,0,0,0,2,2
257030002,25,11,3,14,1,1,6,1,1,0,0,0,1,6
197097012,23,25,2,52,5,3,12,1,3,0,2,2,1,4
257059005/02,13,12,5,13,4,1,4,2,3,0,1,0,1,8
257059008,12,24,0,53,6,0,3,1,5,0,0,0,1,5
257036006,12,12,3,30,2,2,13,0,5,0,1,3,2,0
197040004,33,12,10,23,6,0,17,1,1,0,2,2,5,7
257077004/257077005,42,26,8,28,4,1,4,2,0,1,0,2,4,3
267049001,70,12,12,13,7,2,10,0,1,1,0,0,5,10
197007002,45,15,5,28,5,1,11,0,3,0,0,1,5,2
197085001,20,16,1,23,1,3,3,0,2,0,0,1,2,1
067073002,19,12,3,20,3,2,1,2,0,0,1,2,1,0
197006002,25,19,0,36,3,3,3,0,1,0,0,1,3,1
197006001,15,16,1,37,5,0,7,0,4,0,0,0,1,3
197091001,13,17,2,40,7,1,3,1,1,1,0,0,3,2
137015002,23,13,1,34,3,1,4,1,2,0,0,0,3,3
247048006/247048002,20,16,6,31,6,1,5,0,3,0,1,2,1,2
257004032,24,18,2,13,2,1,6,0,1,0,0,1,3,6
057105001,30,13,1,18,3,4,9,1,0,0,0,0,3,2
057096001,17,18,2,25,3,2,3,0,3,0,0,1,2,0
247014003,22,32,7,33,3,4,10,1,0,0,1,2,1,3
247023001,15,14,2,20,3,1,3,2,5,0,0,2,2,7
247063002,27,24,7,21,2,2,9,1,3,0,1,1,2,0
107030001,18,17,1,25,6,1,7,2,2,0,1,2,1,1
247065002,13,19,4,48,3,3,6,1,4,0,2,5,1,1
237037001,24,15,3,36,0,3,5,2,1,0,0,2,2,1
137041001,23,14,6,20,2,0,4,1,1,2,0,1,0,0
237013001,37,27,7,58,9,3,18,2,1,0,1,3,0,3
247018002,22,15,3,33,7,2,7,1,5,0,3,3,3,6
247097005,24,25,1,42,4,1,4,3,4,0,2,1,1,2
247028002,17,19,5,25,9,5,11,2,0,1,0,0,2,6
197044002,15,13,0,52,4,2,3,1,4,0,0,1,1,0
197044004,11,15,6,46,6,4,3,1,2,0,0,1,0,1
157053001,21,16,3,40,2,4,5,2,1,0,1,2,0,1
057092005,21,13,1,23,2,3,7,0,0,0,1,0,3,3
067131005,33,22,3,34,0,1,4,0,1,0,0,0,2,0
197104002,28,14,1,43,3,0,3,2,4,1,0,1,2,1
247014002,28,12,3,11,1,4,7,1,0,0,0,0,1,4
247048003,19,20,4,22,5,1,7,0,1,0,0,0,2,3
247113005,26,28,5,53,10,6,9,0,2,1,2,1,6,2
247055002,20,23,4,41,6,3,7,2,4,0,1,2,1,1
267142014,17,24,0,26,6,2,8,2,3,1,2,3,6,3
197032001,28,11,4,11,3,1,9,0,1,0,0,0,2,6
087079005,11,11,3,16,6,1,8,1,3,0,2,3,2,3
157048016,19,25,3,25,4,2,7,0,2,0,0,2,3,1
267075008,35,10,12,20,2,2,3,7,0,0,0,1,2,8
087064052,13,16,2,16,1,1,4,3,2,0,0,1,2,1
157141003,33,14,4,22,1,1,5,1,1,0,1,0,1,0
268041007,53,26,9,44,5,0,8,1,4,0,0,0,3,6
247030002,22,15,5,26,4,0,3,1,0,0,1,0,3,1
247023002,18,17,2,18,4,3,3,1,1,0,1,0,0,1
247055001,34,23,3,16,7,1,4,2,2,0,0,0,3,1
217152018,23,3,2,16,14,4,17,3,1,0,2,4,3,0
067016001,28,25,2,31,0,2,7,1,3,0,4,4,3,0
067139002,13,10,1,30,3,2,6,2,6,0,2,1,4,0
247103002,15,20,3,63,5,2,9,3,1,0,2,2,0,2
247039001,25,19,3,36,0,3,7,1,2,0,5,3,2,5
187001002,16,21,1,20,2,1,4,3,0,1,0,0,2,1
067015001,21,15,3,36,4,4,7,0,2,0,1,2,3,0
067062002,15,17,2,32,1,1,5,0,1,0,1,2,2,3
197045002,20,18,2,32,1,0,2,0,2,0,1,2,1,0
257022001,26,15,4,36,2,5,6,1,1,0,1,0,0,3
247002002,16,19,7,34,7,2,10,1,3,0,1,3,2,7
247084002,18,18,1,44,1,2,2,1,2,1,0,4,4,1
247065001,7,4,3,12,0,0,1,0,0,1,0,0,0,0
247065004,14,16,4,39,4,0,5,1,3,0,0,2,3,6
257005002,10,11,3,38,4,1,1,0,2,0,1,2,2,0
247036002/247036004,23,18,5,43,7,3,9,1,3,0,4,5,1,1
247107003,25,11,0,25,7,3,9,1,3,0,3,2,3,1
247071004,23,15,3,21,5,1,4,3,2,0,2,1,0,2
247106001,26,31,3,32,8,1,6,1,0,1,3,1,3,2
247081003,27,16,5,39,2,2,4,3,4,1,1,1,1,1
197107001,19,27,2,44,1,2,6,1,0,0,1,0,2,0
197097007,16,17,3,29,1,0,3,2,2,1,2,3,2,1
197036001,25,17,1,21,1,1,10,0,0,0,1,0,0,0
137031001,15,13,2,38,3,0,3,1,2,0,1,0,2,14
237085001,10,10,3,13,0,0,4,1,2,0,0,0,0,4
247056002,27,17,6,25,4,1,7,2,3,1,2,3,0,0
247076007,19,12,4,24,6,0,4,1,2,0,1,3,1,2
247115002,16,11,1,17,4,3,4,1,0,2,0,0,3,4
197054001,28,15,0,62,1,2,5,1,2,0,0,0,3,2
197044005,13,17,3,22,2,0,2,0,1,0,0,1,0,0
197008011,21,3,4,28,6,2,24,0,2,1,2,1,0,8
217053003,27,18,3,34,5,3,8,0,2,0,1,1,3,3
217072001,19,14,1,15,3,3,7,0,2,0,1,1,1,0
217093003,17,13,1,15,0,1,12,0,0,1,1,1,2,3
217026001,9,15,2,18,5,1,1,0,1,0,1,1,2,0
257036001,16,17,1,30,1,2,6,5,4,0,1,3,5,3
267159001,27,20,2,62,5,2,10,1,6,0,1,3,3,3
187030002,8,20,3,36,6,1,7,0,1,0,0,1,0,0
187054002,31,13,2,36,3,0,9,1,4,1,2,2,2,4
187052002,26,23,2,61,4,2,6,1,5,1,0,2,2,0
187070002,20,20,3,49,8,3,3,0,4,1,1,1,0,1
237023003,13,12,1,34,3,1,4,0,1,0,0,1,3,5
237075002/237075009,15,13,0,32,3,2,2,2,2,0,2,3,0,3
087064049,12,11,2,27,1,0,2,2,2,0,0,2,2,3
267066016,26,14,4,13,3,4,10,3,1,0,0,1,0,6
197018001,16,20,3,28,4,1,9,1,3,0,2,0,4,1
257038006,28,21,7,39,5,3,7,5,4,1,1,1,2,2
257077023,26,11,7,21,4,0,12,1,2,0,1,1,3,3
257058004,9,19,4,33,1,0,4,1,4,0,1,6,1,1
127020001/127020003,33,14,5,43,4,2,4,3,3,0,1,1,2,1
127103004,15,21,5,34,2,2,4,2,2,1,2,1,1,0
217119002,25,23,3,25,3,2,13,2,1,0,1,2,2,6
127082002,15,18,2,31,8,3,9,3,6,1,1,1,1,1
127028001,14,13,5,39,3,2,4,2,1,0,0,3,0,1
217068002,29,26,3,36,5,3,6,3,2,0,1,3,1,4
187080001,26,24,9,76,3,4,2,1,3,0,2,1,0,7
267092022,22,16,1,47,7,0,23,1,2,1,2,4,5,4
167029005/01,22,22,7,31,5,1,3,4,2,1,0,3,4,0
267027016/02,8,9,3,74,17,2,18,4,13,0,4,4,4,4
267098005,25,10,3,39,2,3,5,2,3,0,2,1,1,5
067192004,19,17,1,19,4,1,9,0,0,0,0,1,1,1
217059002,18,17,5,26,2,1,2,1,2,0,1,2,1,1
217025001,19,10,3,24,1,1,5,3,3,1,1,0,4,5
217132001,19,17,1,36,4,3,6,0,1,0,0,3,4,2
237016001,21,23,7,44,2,2,8,0,3,0,2,0,1,2
187018014,35,28,5,47,4,2,7,4,2,0,2,1,4,0
157116007,12,12,5,17,3,2,4,1,2,0,1,1,1,2
217139007/217139002/217139005,22,21,1,55,4,4,11,0,1,0,1,3,0,0
217135005,14,21,9,43,2,0,9,2,6,0,0,0,1,1
107014004,9,12,2,24,1,2,2,1,0,0,0,1,3,0
107011001,29,25,2,58,3,1,2,0,3,0,0,3,4,0
107098001,17,15,0,21,2,3,2,3,0,0,0,3,0,2
107077001,15,14,3,37,2,2,5,0,4,0,0,2,1,0
107039004,14,13,1,29,3,1,2,1,4,0,1,0,0,2
107023001,19,23,2,47,6,2,9,0,1,0,0,2,3,2
157055001,20,23,1,20,2,2,4,0,1,1,0,0,1,0
157137004,11,19,3,39,2,1,3,0,1,0,0,1,3,1
067019001,18,24,4,52,2,3,6,0,4,0,2,1,0,1
087051002,13,13,5,22,0,0,4,0,3,1,1,2,2,1
087072002,15,15,3,26,4,2,6,2,5,0,0,5,3,1
257040001,21,16,3,35,4,2,7,1,1,1,1,2,1,0
257076001,27,12,5,42,8,0,7,0,1,0,0,1,0,1
157090002,11,12,2,28,0,0,4,0,2,0,1,0,2,0
157085002,19,14,1,21,1,2,5,1,0,0,1,0,1,1
157106001,19,16,1,17,2,0,7,0,1,0,0,0,0,3
067031002,15,18,2,43,4,3,6,0,3,0,0,1,2,1
217040001,19,19,5,42,5,0,5,1,2,0,1,0,0,1
097001002,21,17,4,29,3,0,5,1,1,0,0,0,2,0
097068002,28,12,4,23,9,3,8,1,1,0,1,0,4,3
257034001,16,14,3,26,7,0,2,0,1,0,0,1,2,1
087050001,27,19,2,30,3,3,3,1,4,1,2,3,2,4
067164001,15,14,1,33,3,0,3,0,2,0,0,2,1,0
067070002,21,12,1,25,4,2,5,1,2,0,0,2,2,0
067029001/067029004,16,11,1,17,6,2,7,3,1,0,1,0,2,1
067157003,10,17,3,33,4,1,6,1,0,0,1,2,1,1
067020001,13,25,2,38,5,2,7,1,0,1,2,2,0,2
067119002,18,18,2,39,1,1,5,2,3,0,1,1,1,1
217008001,16,16,7,22,4,1,4,1,1,0,0,2,5,9
217091003,33,19,2,52,12,1,4,2,0,0,1,2,1,2
217007002,7,11,1,17,4,1,11,2,1,0,0,1,1,1
217141002,22,12,0,45,4,1,10,1,1,0,1,2,1,4
267122003,17,12,5,49,7,1,10,1,5,1,6,2,3,1
267038007,21,17,3,41,5,2,8,1,3,0,1,3,9,10
267097001,11,12,5,41,3,0,7,3,4,0,4,1,0,1
267010001,27,38,4,38,6,1,4,0,3,0,0,2,3,6
