sa_2022_code,one_person,married_couple,cohabiting_couple,married_couple_with_children,cohabiting_couple_with_children,one_parent_family_father_with_children,one_parent_family_mother_and_children,couple_and_others,couple_with_children_and_others,one_parent_family_father_with_children_and_others,one_parent_family_mother_with_children_and_others,two_or_more_family_units,non_family_households_and_relations,two_or_more_non_related_persons
147014034,25,5,4,9,2,2,11,1,0,0,1,0,0,11
268026005,19,11,1,32,1,1,4,3,2,2,0,2,5,9
268025008,23,7,9,21,5,4,6,0,0,0,0,1,4,4
268023010,23,13,3,30,5,4,5,1,1,0,2,0,5,3
268126002,18,19,2,24,2,2,5,3,2,1,0,1,2,1
268157008,22,26,5,25,2,0,5,2,5,1,1,1,2,9
267065024,7,15,12,58,11,0,4,0,4,1,0,0,0,0
177059007/177059008,68,5,6,12,5,0,11,0,1,0,1,0,1,9
267104022,20,23,2,21,5,3,11,3,3,0,2,2,1,1
177018003,23,10,6,7,7,0,3,1,2,0,0,0,4,5
177006003/177006002,52,7,5,15,0,0,1,0,0,0,1,2,2,6
177017010,23,5,3,13,5,1,4,0,3,0,1,0,2,4
027008012,15,24,2,40,5,2,12,0,4,0,3,7,1,1
117027008,26,7,1,25,2,2,5,1,2,0,0,0,0,0
267123008,12,18,3,40,1,2,6,2,1,0,2,2,0,3
027012003,38,13,4,19,11,1,24,2,2,1,1,2,1,3
027012004,22,15,7,29,5,3,11,1,3,0,5,0,4,2
027024011,29,5,14,42,15,2,5,1,3,0,1,0,1,11
177016010,33,19,2,28,6,2,10,4,3,0,1,3,5,7
117027009,32,11,2,21,4,4,8,0,2,0,1,1,1,4
027006003,30,6,5,8,4,2,14,2,0,1,0,1,0,3
147039002,25,25,1,23,2,0,4,2,2,0,2,0,4,2
268073002,22,22,2,22,2,1,7,0,4,0,0,2,6,5
268122002,7,11,2,20,4,4,31,3,5,0,8,7,5,1
268119009,17,8,0,17,3,3,26,1,2,0,5,2,1,1
268119008,9,6,2,29,12,2,29,0,6,1,6,4,6,1
267004023,15,15,1,46,3,2,10,0,2,0,1,1,1,3
167025024,9,10,1,52,3,0,3,1,1,0,1,0,1,1
057020011,12,10,1,5,3,0,3,0,0,0,0,1,0,1
057012007,22,17,2,10,1,0,4,1,0,0,0,0,2,2
267100022,7,5,2,46,5,0,3,1,5,1,0,4,4,2
268155007,23,12,2,18,5,0,12,1,2,0,2,2,2,9
267115010,15,27,4,48,4,2,6,1,1,0,3,2,3,2
267115003,16,14,1,31,2,1,1,2,0,0,0,0,2,5
267044001,39,6,6,30,5,1,6,1,4,1,3,1,2,9
267149003,14,34,6,29,1,0,2,1,2,1,1,0,0,3
267084034,12,19,3,23,2,3,8,0,1,1,1,1,1,2
268039004,25,8,2,21,12,3,15,3,9,0,3,1,5,1
068020005,18,5,4,1,1,0,2,1,0,1,0,0,5,32
047107026,34,16,2,11,2,2,8,1,1,1,0,1,2,1
217056010,38,16,5,17,3,0,10,0,0,0,1,0,5,5
047077009,20,12,6,44,6,0,15,3,3,1,0,1,1,1
228012003,13,2,0,4,0,0,0,0,0,0,0,0,0,3
228008005,47,6,8,9,2,1,10,4,0,0,4,1,0,22
047105014,17,3,4,31,3,2,15,1,1,0,1,1,2,1
068001012,13,6,7,43,6,1,8,2,1,0,3,1,2,16
267105027/267105028,60,15,11,8,3,0,2,0,1,0,0,0,1,14
117058002,33,13,1,31,11,2,14,4,0,0,1,2,2,3
167078012,2,5,4,68,7,1,14,1,7,0,1,0,1,7
167065044,27,7,14,31,10,0,10,1,1,1,3,1,7,7
057008004,24,11,3,5,1,0,5,1,0,0,0,0,2,4
167025002,34,28,4,32,3,1,11,1,1,0,1,1,2,6
167025008,36,9,4,16,3,5,13,0,1,0,1,3,1,0
167025012,35,13,17,30,7,1,9,6,5,0,4,2,1,7
268036007/01,15,9,3,12,1,1,10,5,3,2,3,2,3,10
267109019,20,15,2,32,6,2,5,1,3,0,0,2,1,8
268037011,40,7,10,9,3,2,3,4,0,0,1,0,2,7
267028112,7,10,5,27,2,3,9,1,4,2,0,2,2,4
268106002,27,3,6,1,1,1,5,8,0,1,1,0,4,33
267040025/01,9,13,1,59,1,1,10,0,5,0,0,1,0,5
268032003,17,15,2,27,2,1,4,2,2,0,0,1,3,2
267028022,14,19,1,13,7,1,4,2,6,0,3,2,2,0
228031001/02,23,17,2,9,1,1,9,1,0,0,0,1,0,1
068004008,34,6,3,27,5,3,19,0,1,0,2,2,2,5
228007012,22,5,1,15,6,1,29,0,2,1,4,3,1,2
068015008,18,5,5,29,4,2,7,3,0,0,3,1,3,22
228022003,30,17,2,8,0,3,19,0,1,0,4,1,5,1
068005009,21,10,1,15,5,1,5,2,2,0,0,0,1,9
068005006,28,12,10,11,0,0,3,3,0,0,0,1,1,10
228020007,24,11,5,15,10,1,9,2,1,2,1,0,4,5
097061013,35,5,11,14,1,0,1,4,2,0,1,0,5,20
107029003,13,10,6,45,15,2,18,2,4,1,1,2,3,1
107018004,19,9,2,33,3,0,11,0,2,0,1,1,0,6
247124005,26,6,8,5,2,0,4,0,0,0,0,1,3,4
087052011,9,14,1,47,4,1,3,0,2,0,0,2,1,3
247124006,24,6,4,11,3,2,6,0,1,0,2,1,3,2
247117041,31,11,3,12,2,1,3,0,1,0,1,1,0,9
017011006,37,3,3,13,2,1,2,2,0,0,3,1,2,15
267118012,17,18,4,56,10,2,13,2,3,0,1,9,3,2
167028017,9,13,4,36,9,3,13,2,3,1,2,3,1,7
147035021,25,5,2,21,10,2,22,2,6,0,4,3,1,4
147035022,34,4,6,30,11,1,33,1,2,0,2,1,3,6
147014031,14,6,4,40,10,1,9,5,4,0,1,1,3,4
147025013,43,20,1,32,2,3,4,1,5,0,1,4,2,4
147025017,31,36,4,21,0,1,7,1,2,0,0,1,1,2
267003008,33,13,4,26,13,3,23,1,1,1,1,0,2,3
267003022,42,12,6,26,6,3,15,2,4,0,5,0,2,6
147039006,39,8,7,21,5,3,15,2,3,0,2,0,2,1
147035028,11,7,2,39,4,1,17,2,1,0,2,1,2,3
167082028,7,11,1,72,7,2,13,2,4,2,2,1,1,4
147019016,43,8,3,20,7,3,29,2,1,0,0,3,12,5
147019005,39,14,5,24,5,1,7,1,0,0,0,0,1,6
267123005,26,7,2,35,8,0,32,2,6,0,9,3,2,2
267123024,16,31,1,28,1,2,4,0,0,0,0,0,0,0
268157012,15,16,4,23,1,0,4,1,0,0,0,1,5,2
268160001,30,12,9,17,2,1,6,3,2,0,0,2,6,20
268086001,22,8,1,12,6,0,10,3,0,0,4,3,2,2
268017021,33,7,1,18,5,3,37,1,3,0,11,3,2,13
268017007,22,12,1,12,2,1,9,2,3,0,1,0,2,7
268008008,29,39,1,35,3,3,10,0,5,0,2,4,4,6
268075003,19,19,5,19,3,1,5,1,1,0,0,1,0,4
268021008,14,25,0,31,0,0,4,2,2,0,1,2,7,2
167078006,21,13,5,26,5,1,11,0,2,0,2,1,1,5
068021010,18,1,1,2,0,0,0,1,0,0,0,0,3,46
068015005,31,15,6,20,4,1,9,3,5,2,1,0,3,14
068010012,11,1,0,1,0,0,0,1,0,0,0,1,0,83
228007011,14,9,3,20,4,2,8,0,1,0,3,0,0,4
068004012,12,7,11,19,2,0,5,5,6,0,0,1,3,19
068004010,14,5,7,19,7,1,2,1,3,0,0,1,2,22
047323010,27,13,2,10,2,0,0,0,0,0,1,0,0,4
147043014,37,17,4,63,8,2,6,3,4,0,0,1,1,1
027089003/027089002,30,11,1,13,3,2,6,0,0,0,0,0,1,3
167090003,19,9,1,34,5,2,5,0,1,0,1,1,2,1
197052001/197052002,33,11,8,9,2,1,3,1,0,0,0,0,2,10
117015005,17,7,2,5,0,0,2,0,1,0,0,0,0,2
237106012,45,4,5,5,4,1,6,0,0,0,0,0,3,0
237080017,34,28,13,78,8,1,11,4,1,1,1,0,1,1
167066006,53,11,10,12,5,2,15,4,3,0,1,0,6,16
177024002,42,8,4,17,6,2,9,0,2,0,2,0,4,2
167025020,13,36,3,46,4,2,7,1,10,1,3,4,1,0
167066004,34,24,6,20,3,1,11,2,1,0,0,2,3,2
027004016,25,7,4,18,7,0,15,0,0,0,1,0,1,10
167065065,17,9,5,77,8,3,10,2,4,0,2,2,1,2
177059004,33,12,0,12,4,2,6,1,0,0,2,0,4,3
177018006,37,5,6,12,6,0,12,2,2,0,0,0,6,3
177018004,30,4,8,1,2,0,5,0,1,0,1,0,4,1
267148010,17,20,0,20,4,1,3,3,2,2,3,0,1,5
267152008,11,22,0,22,2,1,1,1,1,0,2,3,2,7
267100077,10,6,6,42,7,1,13,3,4,1,5,7,1,7
257059002,24,13,4,36,11,5,30,1,2,1,3,7,1,0
267140035,13,2,4,29,4,0,12,0,3,0,2,1,2,7
087066011,25,8,6,15,2,0,7,5,2,1,1,1,2,11
267140040,14,3,4,23,7,0,25,1,4,1,2,2,1,2
267140031,12,8,0,17,3,1,20,3,1,1,6,1,4,5
068001026,12,7,3,19,3,0,9,0,1,1,2,1,4,13
267029019,16,4,3,16,3,1,12,4,4,1,1,3,4,5
268006002,9,14,5,63,4,0,6,1,4,0,2,3,2,5
267028098,11,7,3,69,11,2,8,5,10,2,2,4,1,8
267028030,5,9,1,42,6,2,13,1,5,1,4,1,0,4
267034001/02,25,8,2,44,11,4,42,5,9,0,5,2,5,12
267033002,29,39,4,40,0,1,10,2,0,0,0,0,0,4
267040014,24,16,4,32,2,4,3,0,7,0,1,2,1,4
167065080,8,5,5,57,13,1,16,2,2,1,3,1,2,4
167065038,16,12,4,65,12,2,17,6,12,0,4,3,2,15
177058022,26,8,1,8,5,2,23,0,0,0,2,0,3,2
167065064,27,13,6,33,9,1,19,2,3,0,1,1,0,3
167065053,8,6,2,36,10,0,3,1,5,0,2,2,1,2
267104016,16,11,14,58,11,2,23,2,3,1,3,0,0,4
177018001,53,16,4,14,4,2,13,0,2,0,3,2,5,1
027092001,23,12,6,29,7,0,11,0,1,1,0,0,0,5
267032004,7,6,3,35,4,1,7,5,10,0,2,5,8,3
267032010,20,7,1,21,5,0,19,4,2,0,6,2,1,4
267040005,13,40,0,29,1,1,8,3,4,0,0,3,0,4
267041010,13,35,0,29,1,0,2,1,3,0,0,1,1,0
267109009,17,20,2,40,5,9,7,5,6,2,4,3,4,5
268007003,24,19,3,29,2,1,2,2,3,0,2,1,2,7
267108010,26,18,3,28,3,0,4,1,2,1,1,2,1,3
267040021,47,19,3,18,4,1,9,1,2,0,0,0,4,2
047152004,33,8,3,8,1,0,2,1,1,0,0,1,3,3
047107003,19,22,2,28,9,4,23,3,3,0,5,4,4,3
047218005,18,13,6,42,10,1,5,2,1,0,1,0,1,3
047107025,26,8,6,12,4,3,11,0,0,1,1,2,1,2
228023004,40,11,7,16,1,2,11,1,0,0,1,0,4,2
217056013,64,7,1,3,2,0,6,0,1,0,0,0,0,9
228033002,44,2,4,4,1,0,7,3,1,0,2,1,3,10
047106027,20,7,4,21,9,1,8,0,4,1,1,2,3,0
107052012,22,18,1,29,7,5,11,1,2,0,1,3,2,7
087023033,16,6,6,20,5,0,5,1,2,0,1,0,2,8
017010040,34,26,4,29,2,3,16,2,4,0,2,3,6,5
087048007,7,11,2,52,9,0,12,1,0,0,2,0,0,2
017011015,21,9,2,10,4,4,6,2,2,0,1,0,3,5
087023016,17,20,2,31,5,2,11,1,3,1,1,1,0,4
087069005,17,9,0,22,5,0,20,2,3,2,2,5,1,0
087034014,8,4,6,35,6,1,9,2,8,0,1,1,1,2
147035016,8,7,1,57,8,3,18,2,12,0,5,0,2,9
147019002,19,12,2,19,4,3,27,1,3,1,3,0,4,3
167082023,11,4,5,27,6,0,8,1,0,2,1,1,1,1
147019009,34,18,5,29,2,2,11,0,3,0,0,0,3,6
167038016,67,34,7,47,3,2,19,4,5,1,1,2,8,3
267003009,30,10,6,15,0,1,8,4,3,1,1,1,1,11
167082014,32,3,3,38,8,1,33,0,3,0,5,0,0,4
267094010,19,59,1,44,1,2,5,1,0,0,1,1,0,0
147014003,25,28,5,34,2,3,6,2,5,0,0,3,4,9
268026003,63,13,7,31,1,0,2,2,4,0,0,1,2,6
268026008,31,30,3,23,4,3,13,2,1,0,0,1,1,4
268077001,19,13,2,39,3,0,5,3,4,1,0,1,2,3
268022004,27,42,2,20,1,0,4,2,1,0,1,2,1,5
268023002,31,27,1,22,2,0,5,4,4,0,4,2,1,4
268046008,18,17,4,28,5,3,8,2,2,1,0,0,1,9
268047005,29,16,11,18,11,0,12,3,3,1,4,2,6,2
268112009,14,18,1,17,1,2,4,0,3,0,1,0,5,6
267063001,42,26,3,26,1,0,8,4,3,0,0,1,2,0
267100061,4,12,0,68,5,0,3,1,1,1,0,4,2,4
268117005,36,21,7,13,2,2,2,4,0,0,1,0,4,13
267109006,17,10,3,30,6,2,26,1,5,2,6,6,2,3
268143005,27,7,7,5,1,0,1,3,0,0,0,0,5,21
267076003,17,16,3,42,2,1,9,0,2,0,1,1,1,2
267040041,8,6,3,55,1,1,3,1,6,0,0,1,1,0
068001033,9,4,5,22,9,1,9,6,5,2,1,1,2,10
047323029,9,7,3,38,11,4,12,1,2,0,0,1,1,0
068021004,18,16,5,16,0,0,3,3,1,0,0,0,0,3
228031008,27,0,4,4,0,0,3,0,1,0,0,0,5,37
227089001,24,8,4,9,4,3,11,0,0,0,0,0,2,2
068007006,34,3,8,2,0,0,2,2,0,0,0,0,4,45
047271005,12,20,3,15,3,2,16,0,2,2,5,0,5,0
047107012,75,6,12,4,4,4,7,2,0,0,2,0,2,7
167065020,9,11,6,68,7,4,8,3,11,2,2,5,2,4
167046005,19,6,4,36,7,2,9,0,5,0,2,1,1,1
167030008,22,33,4,54,2,1,7,2,3,0,2,3,0,1
137043012/01,34,4,3,16,9,1,26,1,0,1,2,0,1,12
167091003,42,10,7,18,2,2,5,1,2,1,1,0,2,5
137043012/02,33,6,5,13,9,1,29,1,0,0,0,0,1,5
167090007,18,11,1,26,8,0,21,1,2,0,1,1,3,3
167090020,29,10,5,48,15,7,12,1,2,0,3,1,4,9
027092002/01,31,8,6,17,5,0,10,0,1,0,1,0,3,0
167078014,7,14,1,58,5,3,11,0,1,0,2,1,0,1
167078022,0,15,1,68,4,0,4,0,7,1,0,3,1,1
027004010,21,12,1,20,5,2,1,1,1,0,2,0,2,10
068010002,16,9,3,16,7,2,16,1,4,1,1,1,0,4
228007006,9,2,2,24,11,4,20,1,0,0,8,1,0,3
228007007,12,3,0,38,14,0,14,0,2,0,0,0,1,0
068015002,13,8,3,21,1,1,20,4,3,0,0,1,7,16
257048026,15,6,7,35,4,1,9,2,1,1,0,1,1,4
267140010,10,4,3,31,9,2,8,1,3,0,0,1,0,7
267147017,17,18,3,21,5,5,8,2,3,2,2,1,1,10
257051006,31,13,3,63,8,1,33,1,4,0,4,4,6,5
267006003,12,9,5,18,5,2,12,1,0,0,1,2,4,0
087064041,3,4,0,59,3,1,3,2,1,0,1,2,0,3
267147021,9,13,2,21,5,1,7,2,3,0,5,2,4,3
257051038,22,22,0,50,7,1,7,2,2,0,1,4,0,4
267028057,20,15,1,31,3,1,16,2,3,1,3,1,1,1
267040009,21,19,5,27,1,2,5,0,3,0,1,2,1,2
267109011,21,23,7,27,8,2,13,2,5,1,0,2,3,4
267029012,12,14,1,36,2,1,10,1,2,0,2,2,4,7
267123021,15,30,3,23,2,1,5,0,2,0,1,0,2,3
267123017,24,18,3,23,1,0,3,2,1,0,2,2,2,2
267123026,12,18,5,20,2,2,6,2,1,1,2,1,3,1
147014017,14,14,3,37,4,3,16,3,3,1,0,3,1,5
167078028,10,6,1,73,5,3,11,0,2,0,2,3,3,2
228014011,21,16,3,22,2,1,5,1,2,2,0,2,1,2
068011006,27,10,4,13,1,0,4,2,3,0,2,1,2,6
068002001,21,12,11,28,6,3,9,3,2,1,2,1,3,17
047323022,42,12,7,9,6,2,10,2,1,0,0,1,0,11
067157004,21,10,4,53,5,0,8,1,2,0,1,0,0,1
047218002,18,8,6,29,5,1,9,3,3,0,1,2,1,0
068007007,23,2,0,3,0,0,1,3,0,0,0,0,0,51
268006036,49,20,3,30,3,2,7,0,4,0,2,0,5,6
147014006,45,18,2,10,6,2,10,0,1,0,1,1,7,10
167038029,46,24,7,25,7,8,18,2,1,1,0,0,4,12
147035019,25,32,3,29,4,1,8,1,2,0,1,3,1,1
147014025,39,19,6,33,8,1,18,4,1,0,2,0,2,5
267002046,15,6,2,24,5,1,18,2,1,1,1,1,1,1
147035024,11,9,2,49,6,1,13,1,5,1,1,2,0,5
147025011,8,19,0,78,3,1,9,4,1,0,1,0,0,1
228035001,25,15,7,9,4,2,9,1,0,1,0,1,3,7
228035002,23,7,4,5,2,0,1,1,1,0,0,0,2,10
227090033,12,3,3,41,12,0,11,2,1,0,0,0,0,4
228017010,25,6,3,19,12,0,16,0,0,0,2,0,0,4
047254011,20,6,9,11,4,2,8,1,1,0,3,0,3,3
217041018,21,15,0,10,6,2,14,1,1,1,2,3,2,1
068001014,30,4,11,26,7,0,10,1,3,1,1,1,3,13
047254008,17,10,5,37,7,0,17,0,3,2,0,1,2,7
068003044,15,8,5,36,6,0,15,1,3,0,2,1,4,12
128007013,12,7,0,9,3,2,17,3,2,1,2,1,2,2
128014011,32,10,20,39,2,0,4,5,1,0,2,3,16,33
128022004,24,14,2,18,5,0,6,1,1,0,3,1,2,1
048062009,20,10,3,24,9,2,24,1,4,2,6,3,4,3
128019002,23,6,2,8,2,3,12,0,3,1,3,3,1,4
128019003,12,18,6,22,6,0,9,0,4,0,7,4,0,2
128033003/02,15,13,10,4,1,0,5,0,0,0,3,0,2,13
147043020,14,17,1,31,1,2,5,1,0,0,0,0,1,1
268046007,25,18,1,39,3,0,5,3,3,0,3,0,2,2
268076009,28,14,2,24,4,2,5,2,3,0,0,4,3,2
268023001,21,22,5,22,0,0,2,3,1,1,2,0,1,2
268126005,35,11,11,13,4,0,3,1,0,0,1,0,1,4
268043005,16,19,3,24,1,2,2,0,1,0,0,1,2,3
268158016/01,14,4,4,12,5,0,4,2,2,0,2,0,1,3
268088012,15,11,4,24,9,1,23,7,5,0,3,2,2,14
268087001,26,22,1,20,3,1,12,2,4,0,1,4,5,4
268043003,49,20,18,25,2,3,10,4,0,0,0,0,4,3
268158008,23,30,7,18,6,3,6,2,3,0,0,1,1,8
268160006,39,12,5,12,1,1,16,2,2,0,1,2,5,10
268086004,31,1,3,20,8,2,20,0,11,1,13,3,3,10
268087005,19,10,3,19,3,1,13,3,3,0,2,4,5,8
268008004,10,24,1,40,2,1,8,2,4,0,2,4,1,3
268042014,23,16,2,52,2,1,5,0,2,0,1,1,5,3
267040031,8,12,1,48,1,0,6,0,3,0,0,2,3,1
267077006,23,23,4,29,4,1,8,3,7,0,2,0,1,4
267069007,14,21,0,28,3,0,1,0,1,1,0,1,3,4
267040003,12,7,13,32,6,1,12,11,4,0,0,1,4,16
267068008,51,25,4,44,3,0,12,2,0,1,0,2,4,2
087064017,18,17,5,27,7,0,2,1,4,0,3,1,0,1
267031010,13,5,3,14,5,1,12,3,3,0,0,2,3,7
268111011,22,21,6,42,2,1,5,0,5,0,1,0,5,3
217176012,32,4,4,11,2,0,4,0,1,0,0,1,2,7
217056009,38,12,5,11,1,1,6,2,1,0,2,0,3,3
068022006,42,12,2,13,2,2,9,0,1,0,2,0,4,2
047253014,5,10,10,75,4,2,3,0,4,1,1,0,1,7
268033005,21,8,5,12,5,1,6,2,4,0,3,2,2,3
268034001,24,21,2,22,5,1,15,9,2,1,6,3,4,16
268061010,18,10,7,25,9,3,10,3,1,2,2,2,8,3
267028044,5,8,2,44,5,2,3,0,4,0,0,2,1,1
137029005/137029006,39,18,9,18,10,0,7,2,2,1,1,2,1,15
137044004,37,25,4,20,6,3,10,3,3,0,1,2,1,4
117030004,12,7,4,12,2,1,5,0,0,0,0,0,0,5
048008002,21,10,0,21,1,0,6,3,1,0,1,1,1,16
048021001,22,14,2,20,6,0,15,1,1,0,2,1,0,15
048044006,18,13,1,29,3,2,1,0,1,0,3,1,1,2
048053007,21,10,12,5,2,0,4,3,1,0,0,0,1,26
047132028,23,14,6,42,4,2,5,0,1,0,0,0,1,5
068018007,28,6,8,8,1,1,4,2,0,0,0,1,2,16
068001011,17,7,5,16,4,0,10,6,1,0,1,0,2,9
068005007,20,28,2,18,0,2,10,1,0,0,2,0,3,7
228028001,31,4,1,8,3,1,29,0,1,0,3,0,2,4
228027002,44,6,4,10,3,2,11,1,0,2,0,1,7,14
217089007,17,5,5,37,12,2,21,2,3,0,0,1,4,2
068022001,33,7,20,5,4,0,2,8,0,0,0,0,1,33
047077016,13,6,10,33,8,0,8,0,1,0,1,0,1,2
267053020,11,11,4,33,5,1,13,3,2,0,3,3,3,12
267103018,3,6,4,43,4,1,12,3,9,0,4,5,2,8
257021002,23,12,1,9,8,0,13,0,2,1,5,0,0,0
247053016,12,12,1,43,4,2,5,2,2,0,3,2,1,4
257017011,17,19,2,22,3,0,4,0,2,0,1,5,1,0
267083018,24,12,1,20,9,1,14,3,4,0,4,4,3,6
267049003,12,9,0,16,6,0,18,2,3,2,3,0,1,3
257081016,19,11,4,16,3,2,5,3,1,0,0,0,2,2
147021007,22,24,4,16,5,1,12,5,1,0,0,2,2,0
147035003,20,9,2,33,4,3,19,1,0,0,1,5,1,5
167082019,7,8,8,49,7,2,15,2,4,0,0,2,2,0
147020007,20,9,2,24,0,1,1,1,0,0,0,0,9,23
267003003,25,20,1,43,9,3,19,3,3,0,3,5,3,2
147034012,26,12,0,28,6,0,2,3,1,2,0,1,4,17
268074008,21,22,4,21,1,0,6,3,5,0,1,2,4,1
268026012,31,13,2,44,6,1,37,4,5,0,2,2,5,15
068020004,36,2,11,5,0,1,3,4,2,0,0,1,6,35
068013006,30,14,2,11,3,0,12,3,4,0,2,2,4,14
047106007,34,17,2,25,2,2,11,0,0,0,1,0,2,0
047107029,45,15,5,9,1,1,3,1,0,0,2,1,1,2
217056015,35,7,3,6,2,0,3,2,0,0,0,0,2,15
068007004,15,11,4,7,5,1,3,3,0,0,1,1,11,30
068004015,9,3,13,3,1,0,4,4,0,0,2,1,4,28
068012010,30,3,13,12,2,1,4,3,2,0,1,0,3,21
267003011,47,9,12,19,4,2,11,3,0,0,1,1,1,6
167082010,15,7,3,44,8,3,14,2,1,0,2,1,0,1
268021004,18,10,8,12,1,1,8,0,2,0,2,4,2,7
268076002,22,28,4,28,3,0,15,3,1,0,1,9,6,2
268157006,12,12,1,32,2,0,5,4,4,0,1,0,2,3
268075002,22,11,6,21,3,3,9,2,1,0,0,1,6,2
268043011,41,17,12,36,6,0,5,3,1,0,0,1,4,7
268158015,32,12,4,22,6,1,15,3,2,0,0,2,1,5
267029017,17,13,3,21,6,1,19,0,3,2,6,3,4,2
267029018,15,8,1,28,8,2,25,2,3,1,5,5,1,4
267108003,21,14,3,19,4,0,7,1,1,1,0,1,4,5
267028043,8,5,5,36,6,1,7,1,3,0,0,2,3,7
267108013,22,17,5,34,0,0,7,1,1,0,0,2,4,2
267028089,8,10,1,50,5,2,7,3,5,0,3,4,1,8
267028068,6,10,2,52,4,0,8,1,7,2,3,2,2,4
268082010,28,2,4,8,2,1,37,2,0,0,4,0,8,7
047246009,22,8,6,13,5,1,10,3,0,0,0,0,1,5
047129003,26,10,1,17,12,3,18,0,6,0,0,1,2,2
037027013,22,20,3,39,1,2,5,2,1,1,0,1,0,1
047090007,21,14,2,19,9,2,20,1,1,0,0,0,4,4
128004001,23,9,3,12,3,3,5,0,3,1,0,1,1,5
067170007,47,10,3,13,2,1,9,0,0,0,2,0,2,4
128013003/02,35,6,2,4,1,1,9,2,1,0,2,1,1,14
068003036,30,8,5,19,2,1,4,2,2,0,1,0,4,2
268114015,28,13,2,26,1,0,5,1,1,0,1,0,2,18
268113017/03,46,28,15,47,4,2,14,9,1,0,2,0,11,34
267063005,10,21,2,19,5,1,3,2,3,0,0,2,2,1
267063006,38,25,15,8,2,2,6,0,0,0,0,1,3,4
268142017,17,7,3,3,0,0,1,6,0,0,0,0,3,24
267100059,18,16,3,48,0,0,3,0,4,0,1,3,3,4
267101019,26,12,6,26,5,1,14,1,1,0,1,0,1,4
268117011,30,11,4,13,0,1,3,2,0,0,2,0,5,16
268088006,6,16,2,46,7,2,6,0,6,0,2,1,5,3
268159004,26,19,5,25,1,1,5,1,3,1,2,2,6,8
268123004,13,10,3,37,11,1,15,3,7,2,5,3,4,6
268159005,20,11,3,30,4,1,17,6,4,1,5,2,3,5
268046012,30,15,7,25,1,0,11,1,3,0,0,1,5,1
267019012,24,12,1,45,2,1,2,3,3,0,1,0,5,5
267019013,23,20,1,51,0,2,7,1,2,1,1,1,1,6
267100057,29,9,2,47,6,0,14,1,5,0,1,1,1,4
087064047,14,16,2,35,3,0,6,1,5,0,2,0,3,0
267064001,23,36,1,29,2,2,8,1,3,0,1,1,3,3
147019003,42,10,2,16,6,3,21,1,2,0,5,1,2,5
057107011,50,4,2,3,2,2,3,0,0,0,1,0,2,12
077161008,54,5,3,8,1,0,6,1,1,0,0,0,5,78
057107010/057107012,44,9,10,12,2,1,3,0,5,0,1,1,4,21
077160031,30,12,1,7,2,0,4,0,2,0,0,1,4,2
057093004,33,9,6,43,8,3,6,0,4,2,0,1,1,3
268035004,32,16,8,17,4,0,5,5,0,0,5,2,8,7
267028085,5,5,1,40,5,0,6,2,8,0,2,1,2,8
267028037,6,9,1,58,12,3,6,2,5,1,4,2,0,3
267028109,12,9,8,16,2,0,8,2,3,0,0,1,1,3
267028116,27,7,5,42,6,3,16,4,4,0,2,1,4,9
268082001,38,11,10,5,5,4,12,2,0,0,0,1,4,13
267028006,8,14,4,27,7,0,14,0,5,0,3,4,1,2
267032002,5,11,3,35,6,0,13,1,5,3,4,4,1,10
048067003,34,11,8,18,2,0,13,2,3,1,1,3,8,0
048052007,29,6,11,7,3,1,6,5,3,0,1,0,7,37
047054019,43,15,9,20,4,1,9,1,5,0,0,1,2,9
048056006,45,9,12,6,2,0,0,3,0,0,1,1,0,13
048051012,12,15,3,15,3,2,12,2,4,1,0,0,2,7
047235008,16,10,6,18,5,1,13,2,2,0,2,1,4,3
048070008,20,5,7,6,1,2,5,0,2,0,0,0,3,24
048064001,28,10,11,12,1,1,4,4,2,0,1,0,0,10
228035005,21,1,7,15,3,1,9,0,6,0,4,1,2,21
068001022/068001021,23,18,5,26,5,1,16,0,2,0,3,0,3,13
227077002,36,15,4,18,4,0,12,1,0,0,1,1,2,3
097058001,19,9,8,56,13,2,13,0,1,1,1,0,2,3
217041004/01,24,7,1,3,1,1,5,0,0,0,1,0,1,0
228014004,19,11,13,29,11,3,13,1,1,0,2,0,2,6
068001037/068001036,38,9,14,24,2,1,5,1,1,0,0,0,0,9
228007002,11,15,2,23,6,1,10,1,0,0,0,0,1,2
257077018/01,22,5,2,23,12,1,16,0,3,0,1,0,0,0
257078003,14,12,1,29,5,1,5,0,4,0,1,0,0,1
267069006,24,13,5,29,1,0,3,4,1,0,1,2,4,9
267059010,23,15,22,27,3,1,4,5,1,0,0,1,4,24
267127009,2,6,2,54,2,0,7,1,3,0,0,1,3,3
268117019,19,7,5,9,1,0,0,3,0,0,1,0,4,21
267067004,47,18,12,20,0,0,5,1,0,0,0,0,6,10
267068005,19,16,3,32,2,1,3,1,3,0,0,0,2,1
268076003,50,17,3,14,7,2,11,2,4,0,4,1,1,4
268047010,26,11,6,18,7,0,10,2,5,1,3,3,6,8
268088010,14,5,6,38,5,3,19,3,6,0,4,5,4,6
268042004,26,5,4,20,1,0,7,1,5,1,1,1,3,3
268062002,16,17,4,23,1,0,3,3,1,0,1,2,4,1
268043010,16,14,1,24,0,1,4,1,1,1,1,1,2,1
268045007,12,15,1,32,1,1,2,0,3,1,1,1,2,0
268017001,27,13,1,29,2,2,2,2,4,1,2,1,4,12
