sa_2015_code,one_person,married_couple,cohabiting_couple,married_couple_with_children,cohabiting_couple_with_children,one_parent_family_father_with_children,one_parent_family_mother_and_children,couple_and_others,couple_with_children_and_others,one_parent_family_father_with_children_and_others,one_parent_family_mother_with_children_and_others,two_or_more_family_units,non_family_households_and_relations,two_or_more_non_related_persons
SA2017_267112001,14,21,3,51,5,0,7,2,5,1,1,5,1,2
SA2017_267112002,19,26,2,45,4,1,4,6,7,0,1,3,0,1
SA2017_267112003,21,19,3,23,3,3,5,1,3,0,4,3,0,0
SA2017_267112004,12,12,7,55,10,1,14,3,0,0,2,3,1,2
SA2017_267112005/01,14,12,5,35,5,1,10,0,2,0,1,1,1,2
SA2017_267112005/02,9,15,15,54,8,1,2,0,3,0,1,0,1,2
SA2017_267112006,35,13,7,39,8,5,6,2,4,0,0,1,2,7
SA2017_267112007,17,15,4,24,5,7,10,1,0,1,2,2,2,4
SA2017_267112008/01,18,30,13,73,20,1,7,1,3,0,0,1,2,4
SA2017_267112008/02,4,12,1,7,0,1,2,0,0,0,0,0,2,1
SA2017_267112009,14,15,3,22,5,1,8,0,3,0,1,3,0,4
SA2017_267112010,16,23,6,17,3,1,9,0,5,0,1,3,1,2
SA2017_267112011,25,5,11,20,3,1,11,3,3,1,1,1,1,4
SA2017_267112012,17,4,14,23,8,0,13,0,0,0,2,0,3,4
SA2017_267112013,19,18,5,38,4,1,15,2,7,0,1,0,4,6
SA2017_267112014,29,37,3,31,3,2,13,3,1,0,3,1,2,3
SA2017_267112015,20,35,0,27,1,2,5,1,4,0,0,2,1,0
SA2017_267113001,19,18,0,45,1,0,4,1,1,0,0,0,1,2
SA2017_267113002,25,24,3,31,2,1,8,3,2,0,3,2,3,2
SA2017_267113003,17,22,1,40,0,0,6,1,2,0,1,1,0,2
SA2017_267113004,34,18,0,29,1,0,5,4,3,0,1,0,2,1
SA2017_267113005,11,13,1,28,0,3,5,3,2,0,0,1,1,1
SA2017_267113006,22,19,0,21,0,0,4,2,0,0,1,0,3,3
SA2017_267113007,22,20,1,16,1,0,7,2,3,0,1,0,5,1
SA2017_267113008,23,30,3,22,2,0,8,0,0,0,1,2,1,3
SA2017_267113009,25,25,4,34,2,2,4,3,4,0,0,3,3,1
SA2017_267113010,33,23,2,62,0,0,9,2,3,0,1,2,1,2
SA2017_267114001,23,33,0,27,2,1,5,0,2,0,0,0,4,0
SA2017_267114002,30,29,6,26,1,0,2,2,1,0,0,0,1,3
SA2017_267114003,35,17,0,40,1,0,10,0,1,2,0,1,2,2
SA2017_267114004,23,35,0,28,1,0,5,1,1,0,0,1,2,4
SA2017_267114005,15,23,0,24,0,0,2,1,3,0,0,0,1,0
SA2017_267114006,20,19,0,31,0,0,8,2,1,1,4,2,2,2
SA2017_267114007,12,20,0,27,2,0,6,1,2,0,0,0,0,0
SA2017_267114008,26,27,5,15,3,1,3,1,2,0,2,0,0,1
SA2017_267114009,22,22,0,41,1,1,10,0,1,0,2,0,2,0
SA2017_267114010,20,18,1,23,1,1,4,0,1,0,2,0,0,0
SA2017_267114011,8,9,0,42,1,0,4,1,1,0,0,1,1,2
SA2017_267114012,44,23,18,17,3,0,5,2,1,0,0,0,4,14
SA2017_267114013,24,21,1,74,1,1,7,1,5,0,2,0,1,1
SA2017_267115001,8,6,4,47,1,1,8,0,3,0,1,0,0,3
SA2017_267115002,10,51,2,35,1,0,6,2,1,0,0,2,0,0
SA2017_267115003,14,12,2,33,2,0,2,0,0,0,1,0,1,5
SA2017_267115004,25,9,15,17,5,0,2,1,0,0,0,0,0,4
SA2017_267115005,11,19,1,43,1,0,6,0,2,0,1,4,3,10
SA2017_267115006,5,17,1,42,0,1,1,2,0,0,1,4,0,5
SA2017_267115007,30,19,1,47,2,1,3,2,2,0,1,1,1,1
SA2017_267115008,25,18,1,38,1,2,5,1,1,1,0,2,2,2
SA2017_267115009,14,37,2,70,0,0,6,1,3,0,3,3,2,2
SA2017_267115010,13,19,3,52,4,0,8,4,6,0,1,3,0,2
SA2017_267115011,15,10,2,48,2,2,9,1,1,0,1,0,1,2
SA2017_267115012,23,10,1,45,2,1,5,0,3,0,0,2,3,2
SA2017_267115013,27,14,21,17,2,0,5,3,0,0,1,0,2,8
SA2017_267115014,24,12,8,10,1,1,6,1,1,0,2,0,2,3
SA2017_267115015,10,13,1,38,5,1,6,3,0,1,2,1,1,3
SA2017_267115016,10,6,2,41,2,0,8,1,1,1,0,0,2,4
SA2017_267115017,9,17,1,42,1,2,4,0,2,0,0,0,2,4
SA2017_267116001,15,15,0,29,0,3,5,0,4,2,2,0,2,2
SA2017_267116002,18,16,2,26,3,1,10,1,0,0,1,2,4,1
SA2017_267116003,17,41,2,57,2,1,6,3,3,1,0,1,0,2
SA2017_267116004,19,17,3,22,3,1,4,1,0,0,0,0,0,1
SA2017_267116005,28,21,5,40,3,2,7,1,4,0,2,2,0,3
SA2017_267116006,14,19,1,23,3,1,6,2,2,1,1,1,1,3
SA2017_267116007,35,11,3,21,3,0,10,1,2,0,2,1,3,6
SA2017_267116008,19,9,1,30,2,1,7,1,0,2,1,1,3,2
SA2017_267116009,28,20,7,27,5,1,17,1,2,0,2,5,6,4
SA2017_267116010,22,15,0,29,1,2,3,0,0,0,1,0,3,3
SA2017_267116011,11,18,1,67,2,0,11,1,5,0,1,4,2,1
SA2017_267116012,23,10,2,42,2,1,3,1,0,0,0,0,2,5
SA2017_267116013,19,10,2,37,2,0,3,0,1,0,1,1,4,8
SA2017_267116014,13,17,4,28,1,3,7,1,1,0,1,2,2,5
SA2017_267116015,33,8,8,9,5,0,7,1,0,0,1,0,2,2
SA2017_267117001,36,13,9,10,3,1,1,1,0,0,1,0,2,1
SA2017_267117002,50,19,5,37,5,3,7,2,0,0,0,0,1,2
SA2017_267117003,50,13,10,22,2,0,5,1,2,0,0,0,1,3
SA2017_267117004,39,14,11,12,1,1,4,0,0,0,0,0,2,2
SA2017_267117005,9,9,2,47,2,3,4,0,2,0,0,1,2,6
SA2017_267117006,24,23,4,48,3,1,5,1,2,0,0,0,0,6
SA2017_267117007,30,12,11,5,6,0,9,2,0,0,1,0,2,13
SA2017_267117008,15,30,1,50,0,2,3,1,1,0,0,2,0,4
SA2017_267117009,23,12,2,26,4,0,7,3,3,0,1,0,0,10
SA2017_267117010,33,17,4,10,2,1,11,2,0,0,1,0,3,5
SA2017_267117011,22,33,1,50,2,2,7,3,0,0,0,1,2,3
SA2017_267117012,29,27,4,45,1,2,4,1,1,0,1,1,4,5
SA2017_267118001,11,16,3,43,1,2,6,2,1,1,3,3,3,2
SA2017_267118002,4,12,0,37,4,2,3,1,4,0,0,3,0,1
SA2017_267118003,27,21,5,56,4,0,4,1,2,1,0,4,0,3
SA2017_267118004,12,23,0,57,5,3,4,0,1,0,0,2,3,1
SA2017_267118005,20,25,5,42,3,0,9,1,6,0,1,1,6,0
SA2017_267118006,4,14,4,45,4,2,9,1,0,0,1,1,0,0
SA2017_267118007,15,14,9,45,3,1,11,2,3,0,2,0,5,3
SA2017_267118008,18,21,1,55,6,0,11,2,10,2,3,3,3,4
SA2017_267118009,21,22,6,37,9,4,8,4,5,1,3,3,2,4
SA2017_267118010,12,16,3,27,3,0,8,3,2,0,0,1,1,2
SA2017_267118011,12,8,4,44,7,1,5,0,2,0,1,2,0,0
SA2017_267118012,15,12,4,63,10,1,10,0,2,0,2,3,9,3
SA2017_267118013,16,17,6,29,5,3,7,2,6,1,3,5,1,4
SA2017_267118014,20,16,7,42,8,0,9,4,5,0,0,2,4,3
SA2017_267118015,32,13,8,27,12,3,19,1,4,0,2,1,3,8
SA2017_267118016,28,16,6,56,5,2,16,1,2,1,1,0,3,7
SA2017_267118017/01,8,8,2,41,3,2,9,0,0,0,0,4,1,1
SA2017_267118017/02,13,7,9,42,9,1,1,1,1,0,0,0,1,0
SA2017_267118018,17,8,6,38,6,1,4,1,5,0,0,1,1,3
SA2017_267118019,20,15,2,32,0,1,4,1,1,0,2,3,0,0
SA2017_267118020,22,20,3,33,2,3,10,3,5,0,1,2,3,1
SA2017_267118021,20,7,7,22,12,2,22,1,0,0,1,0,1,0
SA2017_267118022,13,2,3,47,6,1,9,2,2,0,3,0,1,2
SA2017_267118023,13,7,4,9,2,3,1,0,1,0,1,1,1,0
SA2017_267118024,22,6,2,36,13,1,17,0,3,1,1,0,0,2
SA2017_267118025,10,8,5,44,10,2,10,6,2,0,1,1,0,2
SA2017_267118026,20,11,5,48,7,1,30,2,3,0,1,2,0,0
SA2017_267118027,20,9,2,31,7,0,11,1,6,1,2,1,1,2
SA2017_267118028,8,15,1,38,8,2,15,0,4,1,0,2,1,2
SA2017_267118029,10,9,5,53,9,0,6,0,1,0,1,1,0,1
SA2017_267118030,18,14,6,51,15,0,16,4,2,0,1,1,4,3
SA2017_267119001,18,10,1,22,3,2,5,1,4,0,0,3,0,2
SA2017_267119002,20,6,4,46,3,2,3,2,7,0,2,9,2,2
SA2017_267119003,25,18,1,21,3,0,3,2,3,0,3,2,0,1
SA2017_267119004/01,4,12,7,12,7,0,11,4,4,0,1,1,2,5
SA2017_267119004/02,7,19,12,36,9,0,1,2,2,1,1,2,1,4
SA2017_267119005,16,2,3,34,6,3,5,1,1,0,2,1,1,2
SA2017_267119006/01,33,11,10,26,7,0,11,1,4,1,2,0,1,8
SA2017_267119006/02,10,4,18,23,9,0,4,2,2,1,2,0,1,4
SA2017_267119007,22,14,5,36,9,0,5,2,6,0,1,5,1,1
SA2017_267119008,11,5,2,31,5,0,9,1,5,0,2,1,2,4
SA2017_267119009,11,10,7,38,13,1,10,1,4,1,1,1,3,3
SA2017_267119010,14,8,1,10,1,1,15,1,3,0,2,0,3,1
SA2017_267119011,14,10,7,26,8,4,10,2,6,0,2,0,1,6
SA2017_267119012,32,16,12,25,9,0,9,5,0,0,0,0,2,11
SA2017_267119013,33,29,6,50,9,6,21,3,3,1,0,7,4,5
SA2017_267120001,23,31,4,44,5,1,4,0,2,0,1,2,2,2
SA2017_267120002,4,19,2,31,6,0,3,0,5,0,0,4,1,2
SA2017_267120003,25,24,10,45,3,1,10,1,3,0,1,3,1,3
SA2017_267120004,23,16,2,34,3,0,3,2,4,1,1,1,4,3
SA2017_267120005,17,11,2,47,5,1,5,0,1,0,0,3,3,4
SA2017_267120006,16,8,5,57,8,1,13,1,1,0,1,1,0,2
SA2017_267120007,14,5,2,25,10,2,25,0,3,0,2,3,0,0
SA2017_267120008,15,10,2,37,8,4,18,1,2,0,3,5,1,4
SA2017_267120009,25,15,10,29,4,0,7,2,4,0,0,2,4,4
SA2017_267120010,32,17,7,44,2,2,17,0,3,0,2,3,2,7
SA2017_267120011,47,15,14,23,5,2,9,0,0,0,0,0,2,12
SA2017_267120012,37,15,11,22,10,1,11,2,0,0,1,1,1,1
SA2017_267120013,24,14,1,54,19,0,67,2,4,0,1,5,1,1
SA2017_267120014,9,27,2,37,3,1,8,0,4,0,1,1,1,4
SA2017_267120015,30,25,11,53,6,1,16,1,2,0,2,0,2,3
SA2017_267120016,10,12,0,31,4,2,1,0,3,0,1,0,4,1
SA2017_267120017,24,17,2,37,4,1,2,1,2,1,0,3,7,1
SA2017_267121001,23,11,0,33,3,0,8,2,4,0,3,13,2,2
SA2017_267121002,20,14,2,37,5,4,20,1,4,1,6,9,2,1
SA2017_267121003,55,18,3,17,3,2,18,0,0,0,1,3,0,2
SA2017_267121004,20,15,0,25,3,3,22,2,2,0,5,11,2,0
SA2017_267121005,33,11,0,23,6,1,16,3,5,0,4,5,1,0
SA2017_267121006,31,22,0,32,4,2,16,1,2,0,3,6,1,1
SA2017_267121007,11,19,1,65,4,3,7,0,3,0,0,0,1,2
SA2017_267121008,43,23,1,48,2,2,4,1,3,0,0,3,1,1
SA2017_267121009,15,29,4,40,2,2,4,1,3,0,1,1,1,0
SA2017_267121010,19,17,3,30,1,2,10,1,1,0,0,2,2,4
SA2017_267122001,31,16,9,50,11,0,14,7,7,0,1,2,5,5
SA2017_267122002,18,16,3,59,11,3,14,3,5,0,0,0,4,2
SA2017_267122003,16,9,4,54,8,1,13,0,2,1,0,0,0,3
SA2017_267122004,21,20,6,42,5,1,9,2,7,0,1,1,2,5
SA2017_267122005,39,28,7,43,5,1,11,2,2,0,0,0,2,6
SA2017_267122006,26,27,1,31,1,2,5,1,2,0,1,3,2,0
SA2017_267122007,18,17,0,26,9,4,17,0,6,0,3,0,6,1
SA2017_267122008,11,26,2,29,0,4,6,0,1,0,0,0,0,1
SA2017_267122009,22,12,7,39,3,0,8,1,2,1,1,0,4,1
SA2017_267122010,13,9,6,36,6,0,9,3,4,0,0,2,2,2
SA2017_267122011,17,29,1,76,2,1,5,4,2,0,1,2,1,1
SA2017_267122012,19,15,0,36,3,1,9,0,0,0,2,0,0,3
SA2017_267122013,19,41,4,45,1,2,7,2,3,0,2,2,1,1
SA2017_267122014,11,11,3,29,1,1,18,2,0,0,1,0,2,1
SA2017_267122015,14,8,2,53,2,0,9,1,2,0,0,2,2,2
SA2017_267122016,14,19,5,42,4,1,7,4,4,1,2,3,1,3
SA2017_267122017,15,10,2,46,5,1,7,1,3,0,0,7,1,2
SA2017_267123001,16,5,9,16,4,1,15,0,1,1,2,1,1,7
SA2017_267123002,17,6,7,31,9,3,15,3,1,1,2,1,2,0
SA2017_267123003,8,6,6,77,6,2,13,0,0,0,1,2,2,4
SA2017_267123004,10,7,4,53,9,1,22,1,1,0,1,1,0,6
SA2017_267123005,26,11,2,35,7,1,42,0,2,0,1,3,1,0
SA2017_267123006,7,7,0,58,2,0,7,0,2,0,0,1,1,0
SA2017_267123007,14,15,2,38,5,2,7,1,1,0,0,1,2,0
SA2017_267123008,16,15,2,50,2,0,5,1,0,0,1,0,0,0
SA2017_267123009,36,17,5,25,5,2,27,2,5,1,2,3,4,1
SA2017_267123010,15,16,2,37,6,3,9,0,2,0,3,2,0,2
SA2017_267123011,13,8,0,52,2,0,4,0,1,1,1,0,0,1
SA2017_267123012,5,9,5,77,5,1,10,0,1,0,0,3,0,2
SA2017_267123013,6,11,4,44,4,0,7,0,1,0,0,2,0,4
SA2017_267123014,18,6,6,30,2,2,8,2,0,0,1,1,0,3
SA2017_267123015,13,30,3,63,2,2,13,1,0,0,0,2,1,0
SA2017_267123016,8,20,1,46,0,0,7,0,1,0,2,1,0,1
SA2017_267123017,28,15,4,25,4,0,5,0,2,0,2,3,0,1
SA2017_267123018,19,13,5,13,2,0,6,0,1,0,0,0,1,3
SA2017_267123019,31,11,3,34,3,0,8,0,1,2,0,0,1,1
SA2017_267123020,25,26,0,43,1,0,8,1,3,0,0,3,2,1
SA2017_267123021,10,29,6,27,4,2,1,0,1,0,0,0,3,1
SA2017_267123022,15,32,1,14,0,1,7,1,4,0,3,1,2,0
SA2017_267123023,31,13,2,29,3,4,6,1,3,0,2,2,5,0
SA2017_267123024,12,20,1,35,2,1,4,0,1,0,0,2,1,1
SA2017_267123025,22,18,3,53,4,4,5,3,1,0,0,1,1,2
SA2017_267123026,24,13,5,27,1,2,7,0,0,0,1,0,3,1
SA2017_267123027,22,16,4,19,1,1,3,1,2,0,2,2,0,0
SA2017_267123028,25,9,5,12,2,1,10,0,3,0,0,0,1,4
SA2017_267123029,21,6,5,12,3,3,15,0,1,1,1,0,3,5
SA2017_267123030,40,20,8,16,4,2,6,1,4,0,2,0,1,5
SA2017_267123031,23,20,3,21,2,1,6,2,1,1,1,1,2,0
SA2017_267124001,11,44,0,42,0,0,5,0,0,0,1,2,1,7
SA2017_267124002,32,7,3,21,1,0,3,0,0,0,0,0,1,6
SA2017_267124003,18,38,0,27,0,2,2,1,2,0,2,0,0,7
SA2017_267124004,25,18,2,38,2,0,6,0,1,0,1,4,2,7
SA2017_267124005,16,12,0,38,0,1,5,1,2,0,0,0,4,4
SA2017_267124006,16,25,0,61,1,1,9,1,1,0,2,0,5,5
SA2017_267124007,20,8,2,33,0,0,3,0,3,1,1,0,1,4
SA2017_267124008,23,28,1,45,1,1,6,0,4,1,2,0,1,2
SA2017_267124009,17,9,2,33,0,2,1,1,2,0,1,0,5,3
SA2017_267124010,22,22,1,60,4,0,3,0,3,0,1,1,2,2
SA2017_267125001,22,23,1,30,1,2,9,4,0,0,0,0,0,2
SA2017_267125002,9,12,0,46,0,1,6,3,3,0,0,1,2,1
SA2017_267125003,19,9,6,29,4,1,5,3,2,0,1,0,1,10
SA2017_267125004,14,20,0,34,0,1,5,0,3,0,0,1,1,1
SA2017_267125005,21,21,4,40,2,1,5,0,3,0,0,1,2,6
SA2017_267125006,15,11,0,25,2,2,4,0,0,0,1,3,4,3
SA2017_267125007,16,24,1,32,0,1,6,1,0,0,3,2,2,5
SA2017_267125008,22,24,0,37,0,3,8,1,2,0,0,1,0,7
SA2017_267125009,12,25,2,34,2,1,7,2,3,0,0,2,0,1
SA2017_267125010,14,27,1,22,0,1,7,1,0,0,3,4,1,1
SA2017_267125011,26,17,1,24,1,0,7,1,0,0,1,2,3,8
SA2017_267125012,13,5,6,6,1,1,7,0,1,0,1,2,2,11
SA2017_267125013,35,10,3,29,3,2,4,2,0,0,2,1,3,5
SA2017_267125014,26,24,3,45,4,2,10,0,3,3,0,2,3,4
SA2017_267125015,26,16,0,23,1,0,9,1,4,0,0,0,1,8
SA2017_267125016,24,12,2,31,1,3,10,1,2,0,1,1,5,4
SA2017_267126001,11,15,1,26,1,2,2,0,1,1,0,1,3,3
SA2017_267126002,14,17,0,22,1,1,5,1,3,0,3,0,2,2
SA2017_267126003,32,15,8,21,2,1,3,2,0,0,0,1,3,14
SA2017_267126004,30,30,2,38,1,0,3,3,4,0,1,1,1,3
SA2017_267126005,22,11,19,7,3,2,3,0,1,0,0,0,1,4
SA2017_267126006,15,23,0,27,0,3,4,2,1,0,0,1,1,2
SA2017_267126007,13,17,2,54,1,1,4,1,3,0,0,0,2,2
SA2017_267126008,21,7,17,12,2,0,6,2,0,0,0,0,5,7
SA2017_267126009,12,51,4,53,2,4,6,0,2,0,0,0,3,7
SA2017_267126010,16,16,24,17,2,1,4,4,1,0,1,0,3,16
SA2017_267126011,35,20,34,21,2,1,9,2,0,1,0,1,3,9
SA2017_267127001,18,19,2,51,1,0,9,2,2,0,1,1,4,3
SA2017_267127002,33,18,3,53,1,2,9,1,4,0,1,2,1,6
SA2017_267127003/01,13,5,2,40,0,2,6,2,2,0,1,1,1,2
SA2017_267127003/02,6,15,13,33,3,1,2,6,1,0,0,0,3,11
SA2017_267127004,17,16,0,37,3,1,6,4,2,0,0,2,3,5
SA2017_267127005,20,13,1,37,1,2,6,1,2,0,0,1,2,1
SA2017_267127006,42,12,5,11,0,1,8,0,1,0,2,0,1,2
SA2017_267127007,18,8,7,26,0,1,1,0,2,0,0,0,5,5
SA2017_267127008,35,19,19,25,0,1,7,1,2,0,1,0,3,8
SA2017_267127009,4,6,0,59,1,0,4,0,3,0,1,1,1,5
SA2017_267127010,7,20,1,30,1,2,4,1,1,0,1,2,0,3
SA2017_267127011,17,23,0,19,0,2,0,1,2,1,0,1,4,1
SA2017_267128001,16,18,0,54,1,2,5,0,1,0,0,3,1,7
SA2017_267128002,15,22,1,63,2,0,6,1,4,1,0,0,1,4
SA2017_267128003,25,24,5,35,1,2,11,2,3,1,0,1,4,6
SA2017_267128004,28,12,4,30,1,0,4,1,1,0,1,0,3,6
SA2017_267128005,12,4,0,12,1,1,3,2,4,0,1,0,6,14
SA2017_267128006,18,16,1,29,1,1,6,2,2,1,0,0,4,1
SA2017_267128007,19,19,0,39,1,1,9,0,3,0,0,0,4,5
SA2017_267128008,24,33,2,47,2,2,4,0,2,0,0,2,1,9
SA2017_267129001,15,16,1,37,0,1,4,0,0,0,0,0,2,11
SA2017_267129002,26,19,2,60,0,1,12,3,0,1,1,0,5,6
SA2017_267129003,32,10,6,29,2,2,13,3,5,0,3,4,7,11
SA2017_267129004,20,23,5,37,0,1,6,2,0,0,0,0,4,6
SA2017_267129005,9,21,0,36,0,0,3,3,2,0,2,0,0,0
SA2017_267129006,27,20,4,34,2,2,3,3,1,2,0,1,1,4
SA2017_267129007,43,9,17,23,5,1,1,1,1,1,0,0,4,11
SA2017_267129008,35,13,13,10,1,1,1,1,0,0,0,1,1,7
SA2017_267130001,18,18,6,17,3,1,8,1,2,0,1,0,4,4
SA2017_267130002,28,36,4,45,3,3,8,1,1,0,2,6,2,6
SA2017_267130003,13,44,5,34,1,1,7,0,3,0,0,3,0,5
SA2017_267130004,18,26,1,23,2,3,5,1,1,0,1,1,2,0
SA2017_267130005,16,27,0,42,1,1,9,2,1,0,0,0,3,1
SA2017_267130006,23,19,2,34,2,0,9,2,0,0,0,1,2,1
SA2017_267130007,22,16,1,32,3,0,7,1,1,0,1,1,0,3
SA2017_267130008,21,17,4,30,6,2,9,0,1,0,2,0,4,2
SA2017_267130009,25,4,5,14,4,0,13,1,0,1,1,1,1,4
SA2017_267130010,28,16,4,29,3,5,8,2,0,1,0,1,0,0
SA2017_267130011,22,18,4,34,4,2,10,2,1,0,1,4,5,2
SA2017_267130012,21,22,4,28,3,1,4,1,2,1,1,1,5,0
SA2017_267130013,16,16,4,17,3,0,8,3,1,0,1,2,0,2
SA2017_267130014,20,22,3,18,1,0,5,2,2,0,1,0,1,2
SA2017_267130015,22,28,0,38,2,0,4,5,0,0,0,1,1,0
SA2017_267130016,13,27,2,24,1,1,3,1,0,0,1,1,0,0
SA2017_267130017,14,34,0,39,2,0,2,1,0,0,1,1,2,0
SA2017_267130018,33,38,3,38,1,2,8,4,2,0,0,1,3,2
SA2017_267130019,19,29,5,46,11,1,7,1,3,0,0,2,2,3
SA2017_267130020,35,12,5,35,6,1,8,2,2,0,1,1,3,3
SA2017_267130021,29,11,7,32,5,1,9,0,1,0,1,1,0,3
SA2017_267130022,47,19,7,30,6,1,9,0,0,1,1,0,3,6
SA2017_267131001,14,16,4,47,9,1,4,2,7,0,2,1,7,4
SA2017_267131002,19,30,3,16,1,0,4,4,0,0,2,1,2,2
SA2017_267131003,27,36,2,35,2,2,7,2,4,0,0,3,0,7
SA2017_267131004,18,33,2,23,2,0,3,2,5,0,4,0,1,2
SA2017_267131005,19,33,1,22,4,1,10,1,3,0,4,1,0,3
SA2017_267131006,10,22,1,20,5,0,4,3,3,2,0,3,1,2
SA2017_267131007,26,18,2,18,2,1,10,1,2,0,3,2,1,3
SA2017_267131008,23,21,2,19,9,4,6,2,4,1,4,3,2,1
SA2017_267131009,26,12,2,30,5,3,20,0,5,0,8,9,2,1
SA2017_267131010,14,15,2,60,6,4,8,1,4,0,2,3,0,9
SA2017_267131011,6,5,5,25,7,0,11,5,1,1,4,1,2,8
SA2017_267131012,5,6,3,38,4,0,12,1,1,0,0,0,1,1
SA2017_267131013,26,11,5,27,4,3,19,2,5,0,5,10,2,2
SA2017_267131014,17,15,1,34,2,3,17,2,2,1,2,8,2,2
SA2017_267131015,10,9,8,25,6,2,8,0,9,0,1,0,3,4
SA2017_267131016,16,3,4,29,6,3,7,5,2,0,2,1,2,3
SA2017_267131017,10,10,4,21,5,1,7,0,0,0,0,4,2,5
SA2017_267131018,9,7,2,47,7,0,7,4,0,0,3,3,0,3
SA2017_267131019,6,4,2,52,5,0,8,0,2,0,0,1,1,2
SA2017_267131020,2,5,2,46,6,2,12,2,1,0,0,1,0,4
SA2017_267131021,4,9,0,73,5,2,16,1,4,0,1,1,2,2
SA2017_267131022,5,8,2,33,2,1,10,0,1,0,0,5,2,3
SA2017_267131023,8,8,1,41,2,3,7,2,7,0,0,1,3,3
SA2017_267131024,8,11,6,54,4,3,15,5,5,0,0,7,1,3
SA2017_267131025,7,8,7,54,5,3,9,1,8,0,1,3,1,3
SA2017_267132001/01,1,8,4,38,3,0,4,0,3,0,0,1,0,4
SA2017_267132001/02,13,15,5,45,7,1,7,1,1,0,2,1,1,10
SA2017_267132001/03,6,8,15,27,6,1,4,3,0,0,0,1,0,1
SA2017_267132002,1,8,2,107,3,1,4,0,5,0,0,1,1,1
SA2017_267132003,9,29,1,43,2,2,9,1,6,0,1,3,1,3
SA2017_267132004,17,28,2,40,4,4,7,2,3,0,2,5,2,4
SA2017_267132005,9,21,2,60,3,3,9,1,5,0,1,4,1,2
SA2017_267132006,12,4,6,20,3,1,14,8,8,0,1,3,6,12
SA2017_267132007,9,9,9,30,3,0,9,3,4,1,0,0,4,6
SA2017_267132008,13,6,7,22,4,1,6,3,4,0,0,1,3,7
SA2017_267132009,17,8,6,46,6,0,5,2,8,0,1,2,2,6
SA2017_267132010,12,4,7,38,2,0,4,4,4,0,2,3,1,11
SA2017_267132011,12,9,5,34,4,0,5,1,3,0,0,1,0,12
SA2017_267132012,10,12,9,33,3,0,8,9,3,0,3,1,4,6
SA2017_267132013,28,15,5,42,5,2,11,1,3,0,1,4,1,3
SA2017_267132014,24,4,8,29,10,0,7,2,2,2,1,1,2,17
SA2017_267132015,16,12,14,22,11,2,7,5,11,0,1,1,3,5
SA2017_267132016,13,8,6,45,4,1,8,0,3,1,0,1,1,3
SA2017_267132017,12,6,11,23,8,0,14,3,3,0,0,1,2,5
SA2017_267132018,9,4,3,54,5,2,10,0,3,0,0,1,0,4
SA2017_267132019,8,10,5,33,3,3,8,0,4,0,0,2,1,1
SA2017_267132020,13,15,1,48,6,1,12,0,5,0,2,1,0,2
SA2017_267132021,13,8,2,47,6,4,12,1,1,0,1,6,2,3
SA2017_267132022,6,6,1,47,3,0,6,1,1,0,1,3,1,2
SA2017_267132023,8,8,4,47,5,1,12,4,7,0,2,2,1,1
SA2017_267132024,17,15,2,34,3,1,5,1,2,0,1,1,1,3
SA2017_267132025,20,9,2,38,5,2,4,0,2,0,0,3,2,2
SA2017_267132026,14,15,2,29,7,2,16,0,5,1,1,2,1,2
SA2017_267132027,29,15,6,29,4,0,14,1,4,0,0,0,3,7
SA2017_267132028,13,13,3,43,2,2,13,0,3,1,1,5,2,1
SA2017_267132029,20,17,2,41,15,3,15,3,1,0,0,6,2,2
SA2017_267132030,16,6,4,21,3,1,3,3,0,1,0,2,4,8
SA2017_267132031,17,5,14,23,4,1,5,4,6,0,0,3,1,10
SA2017_267132032,23,8,7,39,17,2,24,2,2,0,3,2,2,3
SA2017_267132033,4,36,0,46,4,2,6,5,2,0,4,7,1,5
SA2017_267132034,14,15,2,37,0,2,7,1,3,0,0,3,2,4
SA2017_267132035,14,6,7,35,5,0,4,2,5,0,0,0,1,7
SA2017_267132036,24,16,7,35,7,1,7,5,6,0,1,3,4,14
SA2017_267132037,24,14,9,42,8,1,14,3,3,0,2,1,2,10
SA2017_267132038/01,18,11,6,42,8,2,9,1,3,0,0,0,2,4
SA2017_267132038/02,10,5,5,16,7,1,9,0,2,0,2,1,1,1
SA2017_267132038/03,14,5,11,20,2,1,8,0,1,0,0,0,4,8
SA2017_267132039,11,23,2,39,3,3,3,2,1,0,1,2,1,7
SA2017_267132040,10,8,11,50,11,0,6,5,3,1,1,0,4,7
SA2017_267132041,20,16,16,71,12,0,8,2,1,0,2,2,3,9
SA2017_267132042,4,17,0,61,2,3,6,1,2,0,4,5,1,1
SA2017_267132043,4,6,0,45,5,0,9,3,1,1,1,1,0,3
SA2017_267132044,23,18,3,44,8,0,8,2,6,2,2,3,5,6
SA2017_267132045,20,25,4,52,3,2,12,3,0,2,2,1,2,3
SA2017_267133001,10,13,5,52,3,0,8,0,3,0,0,2,1,3
SA2017_267133002,25,10,0,28,3,2,6,0,2,1,1,6,4,1
SA2017_267133003,9,25,1,19,1,1,4,0,2,0,1,1,6,2
SA2017_267133004,3,11,2,36,2,3,7,1,2,0,3,4,1,2
SA2017_267133005,12,10,4,67,6,4,8,3,7,2,1,1,4,4
SA2017_267133006,12,3,4,31,6,0,6,2,7,0,3,1,0,5
SA2017_267133007,7,9,3,66,7,0,11,2,4,0,0,3,3,1
